country,domestic_type_retained,total_country_type,total_country_museum,total_type_world,prop_DC,prop_DR,prop_WC,region,native_richness,records,records_per_area,yearsSinceIndependence,e_migdppc,n.museums,native.beta,type.beta,native.success,native.fail,type.success,type.fail,type.richness.pad,years.independence,native.richness.pad,records.per.area.pad,years.independence.pad,years.independence.fac,gdp.pad,n.museums.pad,colonization,type.beta.model,native.beta.model,prop_DC.pad,prop_DR.pad,success.DC,failures.DC,success.DR,failures.DR
JPN,42,130,77,20246,0.5454545454545454,0.3230769230769231,0.003803220389212684,East Asia & Pacific,97,6215039,16.63964091799908,undefined,23400,76,0.4576271186440678,0.2195121951219512,27,32,9,32,77,0,-0.2336176535614108,-0.07911863199521496,-0.8494654140703279,0,1.9364028779809517,3.4586904406693324,0,0.22193019343986542,0.45799240210403275,0.5450626959247649,0.3246021220159151,42,35,42,88
KEN,4,93,4,20246,1,0.043010752688172046,1.9756989034871086e-4,Sub-Saharan Africa,238,1172085,2.001159290630234,60,2078,1,0.8918918918918919,0,33,4,0,0,4,60,0.09867648868143075,-0.3375355167141131,0.1823459789365626,1,-0.7237486256409371,-0.4084997448882041,1,0.004310344827586207,0.8885135135135135,0.9956896551724138,0.046950315164998146,4,0,4,89
KGZ,0,10,0,20246,0,0,0,Europe & Central Asia,13,43982,0.22102618222021217,32,3354,0,1,0,6,0,0,0,0,32,-0.4315801212805504,-0.36896066475680467,-0.299166004466653,1,-0.5645537415483787,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,10
KHM,0,50,0,20246,0,0,0,East Asia & Pacific,208,210083,1.1602949298575056,70,1022,2,1,0,12,0,0,0,0,70,0.02797560735316659,-0.35237951174811805,0.354314544437711,1,-0.8554961159244336,-0.3569372090807703,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,50
KOR,23,45,25,20246,0.92,0.5111111111111111,0.0012348118146794428,East Asia & Pacific,61,2598268,26.36657736645559,undefined,10732,18,0.40540540540540543,0.04347826086956521,15,22,1,22,25,0,-0.31845871115532776,0.09259348124535992,-0.8494654140703279,0,0.35593203810279356,0.46806336383817077,0,0.047413793103448267,0.40622087604846224,0.9163793103448277,0.511015325670498,23,2,23,22
LAO,0,157,0,20246,0,0,0,East Asia & Pacific,339,75711,0.33189983955390723,70,1379,4,1,0,99,0,0,0,0,70,0.3367027891532534,-0.3670033835404252,0.354314544437711,1,-0.8109564814251834,-0.25381213746590264,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,157
LBN,0,2,0,20246,0,0,0,Middle East & North Africa,4,29358,2.9358,80,11138,0,1,0,1,0,0,0,0,80,-0.4527903856790297,-0.32103606365641174,0.5262831099388594,1,0.4065849557686076,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,2
LBR,0,63,0,20246,0,0,0,Sub-Saharan Africa,45,85432,0.8964721190371254,undefined,838,0,1,0,16,0,0,0,0,0,-0.35616584786373534,-0.35703684374643957,-0.8494654140703279,0,-0.8784521180192854,-0.4600622806956379,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,63
LKA,32,68,35,20246,0.9142857142857143,0.47058823529411764,0.00172873654055122,South Asia,66,286499,4.321838560287218,75,2910,7,0.5,0.04347826086956521,22,22,1,22,35,75,-0.3066752309339504,-0.2965679681279776,0.4402988271882852,1,-0.6199475726903034,-0.09912453004360122,1,0.047413793103448267,0.5,0.9107142857142857,0.470841784989858,32,3,32,36
MAR,0,31,0,20246,0,0,0,Middle East & North Africa,23,490924,0.8296208670964688,67,4509,0,1,0,18,0,0,0,0,67,-0.4080131608377957,-0.3582169861072267,0.30272397478736646,1,-0.4204549240508043,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,31
MDG,0,87,0,20246,0,0,0,Sub-Saharan Africa,79,1306581,1.5204052723176342,63,1127,4,1,0,75,0,0,0,0,63,-0.2760381823583693,-0.3460223911653648,0.23393654858690713,1,-0.8423962234246541,-0.25381213746590264,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,87
MEX,60,481,60,20246,1,0.12474012474012475,0.002963548355230663,Latin America & Caribbean,392,12245686,6.2546695426149235,202,10050,24,0.8350515463917526,0,243,48,0,0,60,202,0.46160767949985343,-0.2624472052062653,2.62429960905287,1,0.270845117294702,0.7774385786827737,1,0.004310344827586207,0.8321631709918238,0.9956896551724138,0.12797512366477884,60,0,60,421
MLI,0,15,0,20246,0,0,0,Sub-Saharan Africa,6,72006,0.05747954058515682,63,910,0,1,0,2,0,0,0,0,63,-0.4480769935904787,-0.37184779572526194,0.23393654858690713,1,-0.8694693345908652,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,15
MMR,2,289,2,20246,1,0.006920415224913495,9.878494517435543e-5,East Asia & Pacific,331,104989,0.1583164821709424,75,1144,2,0.9893048128342246,0,185,2,0,0,2,75,0.31784922079904965,-0.3700676952358463,0.4402988271882852,1,-0.8402752884484994,-0.3569372090807703,1,0.004310344827586207,0.9850866678959985,0.9956896551724138,0.011171101300560793,2,0,2,287
MNE,1,9,1,20246,1,0.1111111111111111,4.9392472587177715e-5,Europe & Central Asia,6,15061,1.0971807386901726,undefined,13656,3,1,0,1,0,0,0,1,0,-0.4480769935904787,-0.35349368281299964,-0.8494654140703279,0,0.7207328540014148,-0.3053746732733365,0,0.004310344827586207,0.9956896551724138,0.9956896551724138,0.11446360153256704,1,0,1,8
MNG,0,30,0,20246,0,0,0,East Asia & Pacific,44,99066,0.06331515886310604,undefined,2200,0,1,0,9,0,0,0,0,0,-0.3585225439080108,-0.37174477805347167,-0.8494654140703279,0,-0.7085277981650028,-0.4600622806956379,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,30
MWI,0,180,0,20246,0,0,0,Sub-Saharan Africa,445,181635,1.5212566374646144,59,1031,2,1,0,15,0,0,0,0,59,0.5865125698464534,-0.34600736179724856,0.16514912238644774,1,-0.8543732679958811,-0.3569372090807703,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,180
MYS,19,204,19,20246,1,0.09313725490196079,9.384569791563766e-4,East Asia & Pacific,238,1213484,3.700943928511521,66,7773,19,0.9117647058823528,0.25,62,6,2,6,19,66,0.09867648868143075,-0.30752878090668667,0.28552711823725163,1,-0.013235408629087543,0.5196258996456046,1,0.2521551724137931,0.9082150101419878,0.9956896551724138,0.09664469235970251,19,0,19,185
NAM,0,14,0,20246,0,0,0,Sub-Saharan Africa,21,654333,0.7953356759890753,undefined,5287,1,1,0,1,0,0,0,0,0,-0.41272655292634663,-0.35882223141227254,-0.8494654140703279,0,-0.32339095867148576,-0.4084997448882041,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,14
NGA,0,81,0,20246,0,0,0,Sub-Saharan Africa,55,177394,0.19547526669392104,63,4218,2,1,0,20,0,0,0,0,63,-0.3325988874209806,-0.3694117216464533,0.23393654858690713,1,-0.45676034040733604,-0.3569372090807703,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,81
NIC,0,49,0,20246,0,0,0,Latin America & Caribbean,70,696589,5.412880465611426,undefined,3061,0,1,0,13,0,0,0,0,0,-0.29724844675684853,-0.27730752449395224,-0.8494654140703279,0,-0.601108679666811,-0.4600622806956379,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,49
NPL,3,22,3,20246,1,0.13636363636363635,1.4817741776153315e-4,South Asia,87,284374,1.9331361952346964,undefined,1006,2,0.8571428571428571,0,12,2,0,0,3,0,-0.2571846140041655,-0.3387363459290903,-0.8494654140703279,0,-0.8574922900196381,-0.3569372090807703,0,0.004310344827586207,0.854064039408867,0.9956896551724138,0.13949843260188086,3,0,3,19
NZL,21,24,22,20246,0.9545454545454546,0.875,0.0010866343969179097,East Asia & Pacific,23,5993842,22.323849606137916,116,19041,8,0.08695652173913043,0.04545454545454545,2,21,1,21,22,116,-0.4080131608377957,0.021226167327046096,1.1453699457429936,1,1.3925701979186773,-0.0475619942361674,1,0.04937304075235109,0.09051724137931035,0.950626959247649,0.8717672413793104,21,1,21,3
OMN,1,10,1,20246,1,0.1,4.9392472587177715e-5,Middle East & North Africa,7,154551,0.4966084321670367,undefined,11567,1,1,0,6,0,0,0,1,0,-0.44572029754620324,-0.3640957403522178,-0.8494654140703279,0,0.4601073736962781,-0.4084997448882041,0,0.004310344827586207,0.9956896551724138,0.9956896551724138,0.10344827586206896,1,0,1,9
PAK,16,44,16,20246,1,0.36363636363636365,7.902795613948434e-4,South Asia,68,201127,0.2304021243179649,76,2422,6,0.72,0,18,7,0,0,16,76,-0.30196183884539946,-0.36879514883719755,0.45749568373840005,1,-0.6808308825940405,-0.15068706585103503,1,0.004310344827586207,0.718103448275862,0.9956896551724138,0.36481191222570536,16,0,16,28
PAN,1,126,2,20246,0.5,0.007936507936507936,9.878494517435543e-5,Latin America & Caribbean,136,2209065,29.639943646853613,undefined,6274,1,0.98,0,49,1,0,0,2,0,-0.14170650783466737,0.15037905889316866,-0.8494654140703279,0,-0.20025196917355856,-0.4084997448882041,0,0.004310344827586207,0.9758620689655173,0.5,0.012178434592227694,1,1,1,125
PER,111,583,113,20246,0.9823008849557522,0.19039451114922812,0.0055813494023510815,Latin America & Caribbean,1019,3059942,2.372294486404014,199,3979,5,0.6069364161849711,0,105,68,0,0,113,199,1.9392560992605743,-0.3309837715575605,2.5727090394025254,1,-0.48657819095445315,-0.20224960165846884,1,0.004310344827586207,0.6060145505282041,0.9781431187061336,0.19306352398414858,111,2,111,472
PHL,34,94,35,20246,0.9714285714285714,0.3617021276595745,0.00172873654055122,East Asia & Pacific,86,683242,2.32999928385572,77,3239,10,0.5573770491803278,0,34,27,0,0,35,77,-0.259541310048441,-0.33173041965668093,0.47469254028851493,1,-0.578901242857661,0.055563077378700226,1,0.004310344827586207,0.5568824194460146,0.9673645320197044,0.362894350696992,34,1,34,60
PRT,4,13,7,20246,0.5714285714285714,0.3076923076923077,3.45747308110244e-4,Europe & Central Asia,19,7342893,80.3459093346172,undefined,12536,3,0.42857142857142855,0.3333333333333333,3,4,2,4,7,0,-0.41743994501489756,1.045504524993195,-0.8494654140703279,0,0.5810006673371002,-0.3053746732733365,0,0.3347701149425287,0.4291871921182266,0.5708128078817734,0.3093501326259947,4,3,4,9
PRY,8,114,8,20246,1,0.07017543859649122,3.951397806974217e-4,Latin America & Caribbean,266,492366,1.2312197268824032,212,3690,3,0.6842105263157895,0,13,6,0,0,8,212,0.16466397792114396,-0.3511274580472597,2.7962681745540183,1,-0.5226340855490843,-0.3053746732733365,1,0.004310344827586207,0.6826225045372051,0.9956896551724138,0.07388082274652148,8,0,8,106
ROU,9,14,34,20246,0.2647058823529412,0.6428571428571429,0.0016793440679640423,Europe & Central Asia,15,168863,0.7143799946695322,undefined,6586,6,0.42857142857142855,0.8095238095238095,3,4,17,4,34,0,-0.42686672919199947,-0.360251362895949,-0.8494654140703279,0,-0.16132657431707093,-0.15068706585103503,0,0.8068555008210181,0.4291871921182266,0.2667342799188641,0.6416256157635468,9,25,9,5
RUS,138,191,386,20246,0.35751295336787564,0.7225130890052356,0.0190654944186506,Europe & Central Asia,145,2765350,0.1628573279466673,undefined,15960,20,0.136986301369863,0.5961538461538461,10,63,93,63,386,0,-0.12049624343618813,-0.36998753451636585,-0.8494654140703279,0,1.008181923710862,0.5711884354530383,0,0.5953249336870027,0.14011572980632972,0.3587412899767733,0.7205948727207077,138,248,138,53
RWA,0,29,0,20246,0,0,0,Sub-Saharan Africa,23,74996,2.9636830665876306,61,917,0,1,0,4,0,0,0,0,61,-0.4080131608377957,-0.3205438367036851,0.19954283548667742,1,-0.8685960084242131,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,29
SAU,0,6,0,20246,0,0,0,Middle East & North Africa,6,292192,0.15204672885038178,undefined,20208,4,1,0,6,0,0,0,0,0,-0.4480769935904787,-0.37017837680530813,-0.8494654140703279,0,1.5381661459876552,-0.25381213746590264,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,6
SDN,0,54,0,20246,0,0,0,Sub-Saharan Africa,15,58713,0.0316062826052668,67,1878,1,1,0,8,0,0,0,0,67,-0.42686672919199947,-0.3723045430092282,0.30272397478736646,1,-0.7487008018309933,-0.4084997448882041,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,54
SEN,0,48,1,20246,0,0,4.9392472587177715e-5,Sub-Saharan Africa,33,275367,1.4033298679060666,undefined,1912,1,1,0,5,0,0,0,1,0,-0.38444620039504096,-0.34808915341949626,-0.8494654140703279,0,-0.7444589318786837,-0.4084997448882041,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,1,0,48
SGP,3,12,263,20246,0.011406844106463879,0.25,0.01299022029042774,East Asia & Pacific,14,182434,357.013698630137,undefined,13555,4,0.5,0.9938650306748468,1,1,162,1,263,0,-0.42922342523627494,5.929592235165328,-0.8494654140703279,0,0.7081320050254364,-0.25381213746590264,0,0.9896075735138568,0.5,0.015618854071063327,0.2521551724137931,3,260,3,9
SLE,0,53,0,20246,0,0,0,Sub-Saharan Africa,33,52392,0.7316092275037703,62,1602,0,1,0,15,0,0,0,0,62,-0.38444620039504096,-0.3599472108132087,0.21673969203679228,1,-0.7831348049732708,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,53
SLV,0,9,0,20246,0,0,0,Latin America & Caribbean,22,328058,15.972442670042362,undefined,2911,0,1,0,1,0,0,0,0,0,-0.41036985688207117,-0.09089685443083464,-0.8494654140703279,0,-0.6198228118093531,-0.4600622806956379,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,9
SWE,5,10,200,20246,0.025,0.5,0.009878494517435542,Europe & Central Asia,4,68377610,153.25186360600478,undefined,25070,10,0.5,0.9887640449438202,1,1,88,1,200,0,-0.4527903856790297,2.3325321047556997,-0.8494654140703279,0,2.1447535491679206,0.055563077378700226,0,0.9845505617977528,0.5,0.029094827586206896,0.5,5,195,5,5
SYC,0,2,0,20246,0,0,0,Sub-Saharan Africa,2,90194,206.86697247706425,47,13625,1,1,0,1,0,0,0,0,47,-0.4575037777675806,3.2790134244042926,-0.04121315621493036,1,0.716865266691956,-0.4084997448882041,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,2
SYR,0,46,0,20246,0,0,0,Middle East & North Africa,62,22908,0.1232016951796019,77,4929,0,1,0,4,0,0,0,0,77,-0.3161020151110523,-0.3706875856106038,0.47469254028851493,1,-0.3680553540516863,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,46
TCD,0,35,0,20246,0,0,0,Sub-Saharan Africa,23,41762,0.03298001550997329,63,1262,1,1,0,8,0,0,0,0,63,-0.4080131608377957,-0.37228029214860575,0.23393654858690713,1,-0.8255535044963662,-0.4084997448882041,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,35
TGO,0,6,0,20246,0,0,0,Sub-Saharan Africa,5,90465,1.5909290751455254,63,1389,0,1,0,1,0,0,0,0,63,-0.45043368963475416,-0.3447774163182987,0.23393654858690713,1,-0.8097088726156806,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,6
THA,58,438,63,20246,0.9206349206349206,0.1324200913242009,0.003111725772992196,East Asia & Pacific,404,1066632,2.0733282275966367,undefined,4611,16,0.7596899224806202,0.20512820512820512,98,31,8,31,63,0,0.48988803203115905,-0.33626149989057424,-0.8494654140703279,0,-0.40772931419387565,0.3649382922233031,0,0.2076702033598585,0.757451216252339,0.9170087575259989,0.13558888364037158,58,5,58,380
TJK,0,8,0,20246,0,0,0,Europe & Central Asia,7,11326,0.07962710386816463,32,2282,0,1,0,1,0,0,0,0,32,-0.44572029754620324,-0.37145681908892764,-0.299166004466653,1,-0.6982974059270798,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,8
TTO,0,29,0,20246,0,0,0,Latin America & Caribbean,33,403957,78.85164942416554,61,12122,1,1,0,6,0,0,0,0,61,-0.38444620039504096,1.0191259701096538,0.19954283548667742,1,0.529349662623684,-0.4084997448882041,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,29
TUR,142,239,143,20246,0.993006993006993,0.5941422594142259,0.007063123579966413,Europe & Central Asia,284,1131665,1.4507037739719002,undefined,9473,10,0.3956043956043956,0,72,110,0,0,143,0,0.20708450671810244,-0.3472528496597122,-0.8494654140703279,0,0.19885808898638993,0.055563077378700226,0,0.004310344827586207,0.3965043577112542,0.98875693272245,0.5933306882123792,142,1,142,97
TWN,10,62,12,20246,0.8333333333333334,0.16129032258064516,5.927096710461326e-4,East Asia & Pacific,60,6158622,170.1370793966518,undefined,16079,15,0.6785714285714286,0.1,19,9,1,9,12,0,-0.3208154071996032,2.630611166061298,-0.8494654140703279,0,1.0230284685439455,0.3133757564158693,0,0.10344827586206896,0.6770320197044335,0.8304597701149427,0.16421023359288098,10,2,10,52
TZA,0,578,0,20246,0,0,0,Sub-Saharan Africa,987,804736,0.8547327367005626,62,1795,3,1,0,95,0,0,0,0,62,1.8638418258437592,-0.35777367980827124,0.21673969203679228,1,-0.7590559549498666,-0.3053746732733365,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,578
UGA,0,204,0,20246,0,0,0,Sub-Saharan Africa,246,460441,1.9037973322748432,61,1223,0,1,0,10,0,0,0,0,61,0.11753005703563452,-0.339254272429958,0.19954283548667742,1,-0.8304191788534272,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,204
UKR,0,34,0,20246,0,0,0,Europe & Central Asia,6,375447,0.6563770216381498,undefined,8256,6,1,0,1,0,0,0,0,0,-0.4480769935904787,-0.3612753043112376,-0.8494654140703279,0,0.04702409686989811,-0.15068706585103503,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,34
URY,41,68,43,20246,0.9534883720930233,0.6029411764705882,0.0021238763212486416,Latin America & Caribbean,279,150955,0.8511940003947109,undefined,9475,8,0.07142857142857142,0.07142857142857142,1,13,1,13,43,0,0.1953010264967251,-0.3578361500312956,-0.8494654140703279,0,0.1991076107482905,-0.0475619942361674,0,0.0751231527093596,0.0751231527093596,0.94957898957498,0.6020537525354969,41,2,41,27
USA,1229,1347,4976,20246,0.24698553054662378,0.9123979213066072,0.24577694359379632,North America,754,325808254,34.424861981777894,undefined,35865,122,0.05245901639344262,0.7101303911735206,32,578,1416,578,4976,0,1.3147316475275743,0.23484845409558092,-0.8494654140703279,0,3.4915472590262024,5.830567087811287,0,0.7083189222840938,0.056317128321085354,0.24916668976604944,0.9088427668125847,1229,3747,1229,118
UZB,0,23,0,20246,0,0,0,Europe & Central Asia,18,22297,0.04978898242636714,32,4125,1,1,0,3,0,0,0,0,32,-0.4197966410591731,-0.37198355912830694,-0.299166004466653,1,-0.46836310233571216,-0.4084997448882041,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,23
VEN,255,529,258,20246,0.9883720930232558,0.4820415879017013,0.01274325792749185,Latin America & Caribbean,883,1356048,1.4857804015409497,undefined,7953,18,0.4444444444444444,0.0196078431372549,80,100,2,100,258,0,1.6187454372391101,-0.34663363292306026,-0.8494654140703279,0,0.009221549941963014,0.46806336383817077,0,0.023749154834347534,0.44492337164750956,0.9841619887730553,0.4821964017991004,255,3,255,274
VNM,79,231,80,20246,0.9875,0.341991341991342,0.003951397806974217,East Asia & Pacific,336,320854,0.9755603663208592,69,1200,14,0.6612903225806451,0.02325581395348837,82,42,1,42,80,69,0.32963270102042697,-0.355640678556552,0.33711768788759616,1,-0.8332886791152837,0.2618132206084355,1,0.027365677626303122,0.6598998887652947,0.9832974137931034,0.34335348559486495,79,1,79,152
YEM,0,13,0,20246,0,0,0,Middle East & North Africa,4,64329,0.14198280200231309,undefined,2705,1,1,0,4,0,0,0,0,0,-0.4527903856790297,-0.37035603789682836,-0.8494654140703279,0,-0.645523553285111,-0.4084997448882041,0,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,13
ZAF,79,143,186,20246,0.42473118279569894,0.5524475524475524,0.009186999901215055,Sub-Saharan Africa,48,19344208,15.858156935368704,113,8136,13,0.35135135135135137,0.5102040816326531,13,24,25,24,186,113,-0.3490957597309089,-0.09291436992690633,1.0937793760926493,1,0.03205279115586441,0.21025068480100167,1,0.5101161154116819,0.35263280521901214,0.4253800519095291,0.5519954183747288,79,107,79,64
ZMB,0,66,0,20246,0,0,0,Sub-Saharan Africa,309,214275,0.28497237054720276,59,1719,0,1,0,18,0,0,0,0,59,0.2660019078249892,-0.36783180623187317,0.16514912238644774,1,-0.7685377819020879,-0.4600622806956379,1,0.004310344827586207,0.9956896551724138,0.004310344827586207,0.004310344827586207,0,0,0,66
